CHR.PHYS	RecombRate	Yield
1	0.0192555411436	-0.8666
1	0.0040950868399999	1.741
1	0.0031010266499999	-4.033
1	0.02317277746	0.1109
1	0.05344206438274	-0.3944
1	1.2069939999970192e-06	0.2527
1	0.0462329162337	1.787
1	2.488493899999167e-06	1.595
1	0.0397413230183999	0.3352
1	0.005711108443161	0.3399
1	0.0620268136962999	-3.147
1	0.0018357336657	-0.3338
1	0.047217041557	-1.452
1	0.045468658431522	0.8524
1	0.0319036841755	-5.295
1	0.0061497390489999	-2.825
1	0.013489514903	0.5399
1	0.0366749466714	-1.716
1	0.0008407831268	0.1846
1	0.0832075468132	-0.6298
1	0.0228334666219999	-0.4971
1	0.0238357781522899	-0.8101
1	0.0082642437309348	-0.5852
1	3.7312509430065255e-05	-0.3868
1	0.0168831355099	-0.282
1	7.420778250000204e-05	0.7225
1	0.0004587173427899	1.091
1	0.00898176401893	0.3445
1	0.0001375675179798	-4.072
1	0.0089972015640948	-2.68
1	0.0079575180527998	-6.395
1	0.0049845576	2.384
1	0.025719225715345	-1.238
1	0.0009871721229	0.836
1	0.00011771917	0.1615
1	0.0412027233741999	0.3572
1	0.0123357178919101	0.8462
1	3.230571809997862e-05	0.003608
1	1.788139299963021e-07	7.453
1	0.0216589574428498	-1.81
1	0.0078086852627	-4.235
1	8.064508434491025e-05	-0.2535
1	8.08835025999377e-05	0.0
1	0.057363451675	-3.63
1	0.00157719851	-2.524
1	0.0026317834851999	-0.008964
1	0.0010619163585798	-1.585
1	0.0491358040284046	-0.4839
1	0.01739615242263	0.7165
1	0.0002272725099999	1.352
1	9.93609445800736e-05	0.4897
1	0.0069205164871449	-4.067
1	1.913309070000757e-05	-7.952
1	9.894370645024964e-06	9.258
1	0.00013434886988	-0.08994
1	0.0060353875488698	0.7603
1	0.0067955851169999	-3.991
1	2.259015999994673e-05	-5.407
1	0.0048127770326998	-2.964
1	0.0042636990334	-2.111
1	5.781650500025215e-06	-2.712
1	2.0861626000012734e-06	-2.054
1	0.0003493428221	10.2
1	0.0001491904232999	1.186
1	0.0001370906829999	-2.249
1	9.77516179999638e-05	-1.885
1	0.0167938465943	-2.224
1	0.00056445598433	7.755
1	3.325938999998446e-05	1.207
1	0.00014126301	-0.4524
1	3.0577183000035646e-05	-1.621
1	0.0062485933790999	9.504
1	5.841255044991556e-06	-3.505
1	7.212161940017836e-05	-3.377
1	1.966953300014396e-06	0.8472
1	0.0268685222931449	-0.5623
1	0.00051826239	-0.6347
1	0.00025391578439	-2.783
1	0.0001006722449999	-1.097
1	0.0001109838484	-0.375
1	0.0002444982499399	-3.057
1	0.02676099557947	-0.264
1	0.0007039308569449	1.256
1	0.0069285035298199	-0.5397
1	6.377696999959603e-06	-0.1186
1	0.0079662204613	22.71
1	0.0846164850700095	0.951
1	0.06262206875476	2.831
1	0.00039958954299	2.125
1	0.0002666711844001	0.9588
1	0.0001815557459998	-3.71
1	0.0120096208545898	1.784
1	0.0030940771432996	-0.5519
1	0.0361969469456699	-0.2183
1	0.0326926707957897	-0.3617
1	0.0003856420530001	-0.7749
1	0.0001454353300001	-3.145
1	0.0383753776331297	1.004
1	0.0215773580312799	0.006957
1	8.296966501974978e-05	-0.5775
1	0.0176610946674999	-1.204
1	0.0236670971299297	-9.198
1	1.81198117401582e-05	-2.92
1	0.0351343154852996	3.764
1	2.1100044000021967e-05	-1.32
1	0.0250073662517003	0.8122
1	0.0002180337899	-0.4165
1	6.341933999998162e-05	0.5948
1	0.0002539157884999	2.449
1	6.520748029004153e-05	2.12
1	0.0548474806557999	0.3478
1	0.0005630254796	2.541
1	0.00063395499886	3.824
1	0.0188188549415695	-0.3316
1	0.0376229285709295	-1.626
1	0.03684580326899	-0.4314
1	7.784366680008148e-05	3.015
1	0.0089221001571802	3.202
1	2.0742416239949435e-05	1.297
1	0.0059725044845699	1.919
1	0.0049954653000399	-1.867
1	0.0433064698221401	0.6603
1	5.328655289993378e-05	-0.978
1	0.0007240772287997	-0.9497
1	0.005933404	-1.114
1	0.0	-0.0413
1	0.0484454631155499	0.9485
1	0.0001032352448699	-4.605
1	0.0129749777941499	0.8664
1	0.0224989655450498	0.4639
1	1.3470649999902662e-05	-0.7175
1	2.8371810999905375e-05	-0.7808
1	0.0309958454956498	0.5054
1	0.02868676120794	-1.756
1	8.344649999880716e-07	4.623
1	0.00891435185755	-0.3719
1	0.02483606359389	-0.2834
1	8.58306879991666e-06	-0.6133
1	0.0395417199358392	0.1217
1	0.0309523343518096	-5.869
1	5.841254999916501e-06	-1.694
1	7.069110907997889e-05	-8.227
1	0.0319048156640999	-12.08
1	2.3365020560106583e-05	0.4826
1	0.0100208518496298	1.104
1	0.0059721467666902	-6.142
1	0.0333043338801999	-4.75
1	2.2649765369919805e-05	-0.8613
1	0.0039883849999999	-0.5338
1	0.0109246966999998	-2.721
1	0.0	-0.7437
1	0.0137788056044001	0.08961
1	0.0157657858289699	1.409
1	0.0138943199797199	0.7248
1	0.0012019872642399	1.081
2	0.0072760582999999	-2.985
2	0.0147550107	0.1025
2	0.0208506582650005	-1.41
2	0.0271902082620005	-1.506
2	0.00803303723564	-0.7785
2	0.0282909871200001	2.485
2	6.890296999984002e-05	-1.717
2	0.0150039198307001	-3.022
2	0.0514693259097005	-3.913
2	0.00989031793	1.258
2	0.015923023115	-0.4483
2	0.0790796282275994	-0.7318
2	0.0012826919596	6.057
2	0.0707759859163599	-3.018
2	0.0027456283846998	-0.112
2	0.0027387142240002	-1.203
2	0.0035796165510002	1.43
2	0.0543587205612392	0.2819
2	0.0523447986790004	-0.735
2	0.0069217682417002	-4.079
2	0.0709581376404999	-1.511
2	0.0674583925472007	-0.137
2	4.768371599794818e-07	-0.7223
2	0.0045514106600004	-0.1568
2	0.0168061252241997	0.1454
2	5.006790157979779e-05	-1.329
2	0.0014846324822594	-1.256
2	0.0337362281303401	-4.706
2	0.0002892017339997	-0.5366
2	0.0020413398550389	1.286
2	0.0003170966999999	-1.65
2	0.0149650574825996	14.12
2	0.0100934506571004	-1.374
2	2.4080276000315592e-05	-3.239
2	0.0298554901593393	5.435
2	0.0004138946511602	2.028
2	0.0134069919135995	2.64
2	0.0001301765435801	0.103
2	0.0102934841599999	-1.393
2	6.055832016027552e-05	2.997
2	9.107589715995346e-05	-0.1772
2	0.0001590251910004	-0.6404
2	0.0004694461803	-1.939
2	0.0009441375797396	1.629
2	0.0009636878757004	3.347
2	0.0006527900799997	-1.402
2	0.0001535415669997	0.1182
2	0.0032572746696	-0.3193
2	3.099441499898603e-06	-0.3107
2	9.894370949981024e-05	-0.9395
2	0.0	-1.564
2	0.0054578781130003	2.689
2	0.0003833770768393	-1.833
2	0.0237231253372995	0.527
2	0.0106842516716003	0.1757
2	5.054473890009348e-05	3.189
2	0.0109744071983786	-2.545
2	0.0079567433697991	-0.9967
2	0.0149331093223588	-0.3621
2	3.719329858009601e-05	4.252
2	0.0147783756281594	0.411
2	2.455711400006777e-05	0.4423
2	0.0137317179249998	0.4096
2	4.29153444998498e-05	-1.482
2	2.741813699991269e-05	4.441
2	0.0306501380214601	1.561
2	0.0001907348649998	2.941
2	0.0138988490461597	-0.3965
2	0.0553216938059	-1.083
2	0.0005793571542995	-2.186
2	0.0006937980675396	1.983
2	0.0139391424423198	-4.886
2	0.0450630187485998	1.194
2	5.269050600009706e-05	1.975
2	1.1920928999487046e-06	-1.808
2	0.0002553463000003	-0.1379
2	0.0001454353311798	1.368
2	9.465217824011772e-05	1.843
2	0.0239338872072401	-15.74
2	0.0	2.079
2	0.0009996890999999	1.668
2	0.0089352126732396	-0.6545
2	0.0274088383979784	-0.6408
2	4.720687871939688e-05	4.222
2	8.344650579861224e-06	1.623
2	9.322166539948996e-05	-1.021
2	0.0506281839689797	-0.6984
2	9.417533879974016e-05	176.0
2	0.0003294944797995	1.671
2	0.0001664161650793	-1.7
2	5.674362159924229e-05	4.466
2	0.0664629940868386	-1.126
2	0.0176656241816397	1.086
2	0.0195434089464994	2.735
2	5.245208799742329e-06	0.4479
2	1.0251998999954992e-05	1.68
2	4.3153762579795085e-05	-2.136
2	0.0138182641577393	-0.3271
2	0.0242736343595399	0.01255
2	0.0519485468149003	0.1101
2	0.0118551250177998	1.111
2	0.0324532992063795	1.988
2	0.0001103878019996	0.2799
2	0.0298323631277992	-0.6855
2	0.0810928311680387	1.78
2	0.00026106834376	-1.868
2	0.0001118183109998	-1.611
2	4.410743600002931e-05	-1.767
3	0.1449925906989402	-6.0
3	0.0082416534300002	0.8697
3	0.0048561095759995	11.97
3	0.0083904266000001	-1.147
3	0.0008852481999999	-1.875
3	0.0627152911739998	-1.272
3	0.0178170204489998	1.305
3	0.0664994724939993	-2.131
3	0.00073075294	1.762
3	0.0435059069870003	-3.347
3	0.0258524426745796	18.25
3	0.1263997566410997	6.175
3	0.0645225059229992	3.65
3	0.0154948234953993	0.1382
3	0.0169196130902999	-0.1773
3	0.0004677772571604	-0.2037
3	0.0085902214660009	-0.2527
3	0.0276679994991591	5.301
3	0.0012950897049996	-3.686
3	0.0005884170527599	-1.585
3	0.0120706558571601	-0.6838
3	0.0008335113499997	10.74
3	0.0002412795999999	-3.193
3	0.011613368903161	-0.3061
3	0.0007739067083996	-94.99
3	0.0014977455401599	-3.812
3	0.0066227911434992	-0.6923
3	0.0003285408050004	-2.155
3	0.0	-0.6866
3	0.0046010017000002	-0.8306
3	6.628036670086601e-05	0.9486
3	0.0039091110556999	12.51
3	4.1961670160795e-05	-1.889
3	0.0049819947104001	-3.746
3	0.0002760887110007	4.803
3	0.0070061684363	-3.842
3	0.0029520988386995	-0.3994
3	0.0009975433203992	0.3082
3	0.00175857541966	1.604
3	0.0002236366269219	0.2259
3	1.2397766260718868e-05	-2.319
3	0.0060324667572997	-1.23
3	0.0005373954831	0.007644
3	0.0001330375639998	2.395
3	7.867813139927904e-05	1.949
3	8.39233379998916e-05	-0.3672
3	2.288818370033141e-05	-12.42
3	5.245208700266346e-06	-1.793
3	0.0076427459435004	-1.08
3	0.0081958770284602	-7.337
3	0.0030446052151607	0.1635
3	0.0094289781809999	-0.3747
3	0.0	3.383
3	0.0002193450953997	-0.5622
